condition_a,condition_b,mean_a,std_a,mean_b,std_b,U,p_raw,p_corrected,effect_r,significant
from_scratch,genomics_pretrain,0.8783692694566221,0.007025404012494868,0.8772133207521553,0.008580161280749482,1342.0,0.5281814272943972,0.5281814272943972,-0.07360000000000011,False
