condition_a,condition_b,mean_a,std_a,mean_b,std_b,U,p_raw,p_corrected,effect_r,significant
from_scratch,genomics_pretrain,0.8360407326640583,0.009157911059384653,0.8323049053754251,0.0075468085695559245,1581.0,0.02270231182139499,0.02270231182139499,-0.2647999999999999,True
