condition_a,condition_b,mean_a,std_a,mean_b,std_b,U,p_raw,p_corrected,effect_r,significant
from_scratch,genomics_pretrain,0.777403119590751,0.02158346653217847,0.7644645216762302,0.016022320447313276,1804.0,0.0001357812971651999,0.0001357812971651999,-0.44320000000000004,True
