condition_a,condition_b,mean_a,std_a,mean_b,std_b,U,p_raw,p_corrected,effect_r,significant
from_scratch,genomics_pretrain,0.965034426385619,0.006234966177474553,0.9658948839311648,0.006825474176487458,1132.0,0.41792647678965045,0.41792647678965045,0.09440000000000004,False
