condition_a,condition_b,mean_a,std_a,mean_b,std_b,U,p_raw,p_corrected,effect_r,significant
from_scratch,genomics_pretrain,0.8177766573990596,0.010438879185884596,0.810514164899457,0.009162744418854956,1742.0,0.00070324099718111,0.00070324099718111,-0.39359999999999995,True
