condition_a,condition_b,mean_a,std_a,mean_b,std_b,U,p_raw,p_corrected,effect_r,significant
from_scratch,genomics_pretrain,0.9294646151381747,0.010268525561892313,0.9296993366874581,0.006785438526831808,1322.0,0.6220775088022122,0.6220775088022122,-0.057600000000000096,False
